Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
55373917,09/11/2022 03:39:47 AM,09/11/2022 03:58:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,1014 HAMPTON AVENUE,HAMPTON AVENUE,HASTINGS STREET,IRWIN STREET,HASTINGS STREET,IRWIN STREET,ADDRESS,BROOKLYN,HAMPTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 03:58:19 AM,15 BROOKLYN,BROOKLYN,999617,150669,Unspecified,BROOKLYN,,,,,,,,40.58021433349482,-73.94467904585656,"(40.58021433349482, -73.94467904585656)"
55370602,09/11/2022 03:42:26 AM,09/11/2022 06:13:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11207,79 ABERDEEN STREET,ABERDEEN STREET,BUSHWICK AVENUE,DEAD END,BUSHWICK AVENUE,DEAD END,ADDRESS,BROOKLYN,ABERDEEN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 06:13:43 AM,04 BROOKLYN,BROOKLYN,1010606,188147,Unspecified,BROOKLYN,,,,,,,,40.68305758134996,-73.90497248167588,"(40.68305758134996, -73.90497248167588)"
55367197,09/11/2022 03:46:38 AM,09/11/2022 04:04:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,2 AVENUE,2 AVENUE,2 AVENUE,EAST   45 STREET,2 AVENUE,EAST   45 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 04:05:06 AM,06 MANHATTAN,MANHATTAN,992339,213160,Unspecified,MANHATTAN,,,,,,,,40.7517477996247,-73.97080474756751,"(40.7517477996247, -73.97080474756751)"
55369416,09/11/2022 03:47:39 AM,09/11/2022 03:53:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10024,345 WEST   86 STREET,WEST   86 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   86 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 03:53:34 AM,07 MANHATTAN,MANHATTAN,989806,227013,Unspecified,MANHATTAN,,,,,,,,40.789772626160186,-73.97993553411199,"(40.789772626160186, -73.97993553411199)"
55369331,09/11/2022 03:53:29 AM,09/11/2022 04:11:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10463,3625 GREYSTONE AVENUE,GREYSTONE AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,BRONX,GREYSTONE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 04:11:15 AM,08 BRONX,BRONX,1010312,262220,Unspecified,BRONX,,,,,,,,40.88636887306702,-73.90574513749733,"(40.88636887306702, -73.90574513749733)"
55368288,09/11/2022 03:55:03 AM,09/11/2022 06:03:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10466,758 EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD LINE,BARNES AVENUE,WHITE PLAINS ROAD LINE,BARNES AVENUE,ADDRESS,BRONX,EAST  232 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 06:03:43 AM,12 BRONX,BRONX,1024117,264338,Unspecified,BRONX,,,,,,,,40.892130539428805,-73.85580595218386,"(40.892130539428805, -73.85580595218386)"
55371139,09/11/2022 04:03:38 AM,09/11/2022 04:31:28 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10036,675 9 AVENUE,9 AVENUE,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,ADDRESS,NEW YORK,9 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 04:31:32 AM,04 MANHATTAN,MANHATTAN,986879,216660,Unspecified,MANHATTAN,,,,,,,,40.761357716407666,-73.99050990338529,"(40.761357716407666, -73.99050990338529)"
55367194,09/11/2022 04:04:36 AM,09/11/2022 04:41:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,2301 MORRIS AVENUE,MORRIS AVENUE,EAST  183 STREET,FIELD PLACE,EAST  183 STREET,FIELD PLACE,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 04:41:21 AM,05 BRONX,BRONX,1011429,252027,Unspecified,BRONX,,,,,,,,40.858388863283075,-73.90174678802464,"(40.858388863283075, -73.90174678802464)"
55370520,09/11/2022 04:15:54 AM,09/11/2022 04:32:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,169 EAST BROADWAY,EAST BROADWAY,RUTGERS STREET,CANAL STREET,RUTGERS STREET,CANAL STREET,ADDRESS,NEW YORK,EAST BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 04:32:42 AM,03 MANHATTAN,MANHATTAN,987074,199435,Unspecified,MANHATTAN,,,,,,,,40.71407929691633,-73.98981322818993,"(40.71407929691633, -73.98981322818993)"
55371621,09/11/2022 04:26:23 AM,09/11/2022 05:29:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2734 CLAFLIN AVENUE,CLAFLIN AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,CLAFLIN AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/11/2022 05:29:13 AM,08 BRONX,BRONX,1011670,256217,Unspecified,BRONX,,,,,,,,40.86988839233137,-73.90085842054502,"(40.86988839233137, -73.90085842054502)"
55372816,09/11/2022 04:37:57 AM,09/11/2022 05:17:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,2301 MORRIS AVENUE,MORRIS AVENUE,EAST  183 STREET,FIELD PLACE,EAST  183 STREET,FIELD PLACE,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 05:17:43 AM,05 BRONX,BRONX,1011429,252027,Unspecified,BRONX,,,,,,,,40.858388863283075,-73.90174678802464,"(40.858388863283075, -73.90174678802464)"
55373846,09/11/2022 04:42:21 AM,09/11/2022 05:21:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11373,41-18 HAMPTON STREET,HAMPTON STREET,BRITTON AVENUE,ELMHURST AVENUE,BRITTON AVENUE,ELMHURST AVENUE,ADDRESS,ELMHURST,HAMPTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/11/2022 05:21:41 AM,04 QUEENS,QUEENS,1017572,210936,Unspecified,QUEENS,,,,,,,,40.74558439946186,-73.87974354209854,"(40.74558439946186, -73.87974354209854)"
55369415,09/11/2022 04:44:36 AM,09/11/2022 05:41:57 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10024,117 WEST   90 STREET,WEST   90 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   90 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 05:42:02 AM,07 MANHATTAN,MANHATTAN,992231,226888,Unspecified,MANHATTAN,,,,,,,,40.78942767746302,-73.97117824440998,"(40.78942767746302, -73.97117824440998)"
55367193,09/11/2022 04:53:22 AM,09/11/2022 05:34:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,245 IRVING AVENUE,IRVING AVENUE,GREENE AVENUE,BLEECKER STREET,GREENE AVENUE,BLEECKER STREET,ADDRESS,BROOKLYN,IRVING AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 05:34:11 AM,04 BROOKLYN,BROOKLYN,1007327,194459,Unspecified,BROOKLYN,,,,,,,,40.700391712911475,-73.91677340540421,"(40.700391712911475, -73.91677340540421)"
55372742,09/11/2022 04:54:13 AM,09/11/2022 06:35:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11435,142-10 HOOVER AVENUE,HOOVER AVENUE,LANDER STREET,DANIELS STREET,LANDER STREET,DANIELS STREET,ADDRESS,JAMAICA,HOOVER AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/11/2022 06:35:05 AM,08 QUEENS,QUEENS,1035238,199540,Unspecified,QUEENS,,,,,,,,40.71422102330878,-73.81607485625346,"(40.71422102330878, -73.81607485625346)"
55371718,09/11/2022 04:59:16 AM,09/11/2022 06:59:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10470,740 EAST  243 STREET,EAST  243 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  243 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 06:59:43 AM,12 BRONX,BRONX,1026202,269448,Unspecified,BRONX,,,,,,,,40.9061461650206,-73.84823275618243,"(40.9061461650206, -73.84823275618243)"
55365970,09/11/2022 05:10:00 AM,09/11/2022 05:39:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,1555 UNIONPORT ROAD,UNIONPORT ROAD,STARLING AVENUE,METROPOLITAN OVAL,STARLING AVENUE,METROPOLITAN OVAL,ADDRESS,BRONX,UNIONPORT ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 05:39:09 AM,09 BRONX,BRONX,1023425,244425,Unspecified,BRONX,,,,,,,,40.83747856158231,-73.85842523026115,"(40.83747856158231, -73.85842523026115)"
55368225,09/11/2022 05:34:08 AM,09/11/2022 05:51:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226,14 RALEIGH PLACE,RALEIGH PLACE,MARTENSE STREET,CHURCH AVENUE,MARTENSE STREET,CHURCH AVENUE,ADDRESS,BROOKLYN,RALEIGH PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 05:51:22 AM,17 BROOKLYN,BROOKLYN,998760,176584,Unspecified,BROOKLYN,,,,,,,,40.65134707178819,-73.94770853947938,"(40.65134707178819, -73.94770853947938)"
55371622,09/11/2022 05:58:29 AM,09/11/2022 06:23:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10312,1109 WOODROW ROAD,WOODROW ROAD,SERGEANT LEIF E EIKESETH WAY,MARCY AVENUE,SERGEANT LEIF E EIKESETH WAY,MARCY AVENUE,ADDRESS,STATEN ISLAND,WOODROW ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 06:23:43 AM,03 STATEN ISLAND,STATEN ISLAND,928236,137006,Unspecified,STATEN ISLAND,,,,,,,,40.542548488613654,-74.20153601066541,"(40.542548488613654, -74.20153601066541)"
55372813,09/11/2022 06:03:06 AM,09/11/2022 06:18:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,466 SENECA AVENUE,SENECA AVENUE,HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ADDRESS,RIDGEWOOD,SENECA AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 06:18:18 AM,05 QUEENS,QUEENS,1008324,196518,Unspecified,QUEENS,,,,,,,,40.70604052550657,-73.91317039273285,"(40.70604052550657, -73.91317039273285)"
55366056,09/11/2022 06:16:10 AM,09/11/2022 09:07:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10454,420 EAST  138 STREET,EAST  138 STREET,WILLIS AVENUE,BROWN PLACE,WILLIS AVENUE,BROWN PLACE,ADDRESS,BRONX,EAST  138 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 09:07:25 AM,01 BRONX,BRONX,1005842,233927,Unspecified,BRONX,,,,,,,,40.808725032146796,-73.92200227434454,"(40.808725032146796, -73.92200227434454)"
55368293,09/11/2022 06:19:52 AM,09/11/2022 06:40:02 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,1815 EAST   17 STREET,EAST   17 STREET,AVENUE R,MOORE PLACE,AVENUE R,MOORE PLACE,ADDRESS,BROOKLYN,EAST   17 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/11/2022 06:40:08 AM,15 BROOKLYN,BROOKLYN,996536,159911,Unspecified,BROOKLYN,,,,,,,,40.605586570194475,-73.95575378891145,"(40.605586570194475, -73.95575378891145)"
55373844,09/11/2022 06:25:19 AM,09/11/2022 10:53:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2734 CLAFLIN AVENUE,CLAFLIN AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,CLAFLIN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 10:54:02 AM,08 BRONX,BRONX,1011670,256217,Unspecified,BRONX,,,,,,,,40.86988839233137,-73.90085842054502,"(40.86988839233137, -73.90085842054502)"
55365972,09/11/2022 06:25:22 AM,09/11/2022 10:54:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2734 CLAFLIN AVENUE,CLAFLIN AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,CLAFLIN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 10:55:04 AM,08 BRONX,BRONX,1011670,256217,Unspecified,BRONX,,,,,,,,40.86988839233137,-73.90085842054502,"(40.86988839233137, -73.90085842054502)"
55369329,09/11/2022 07:52:07 AM,09/11/2022 11:58:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,510 WEST  150 STREET,WEST  150 STREET,FIREFIGHTER JAMES RUANE WAY,BROADWAY,FIREFIGHTER JAMES RUANE WAY,BROADWAY,ADDRESS,NEW YORK,WEST  150 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/11/2022 11:58:54 AM,09 MANHATTAN,MANHATTAN,999220,241180,Unspecified,MANHATTAN,,,,,,,,40.82864617475892,-73.94590702784637,"(40.82864617475892, -73.94590702784637)"
55366047,09/11/2022 09:07:20 AM,09/11/2022 09:14:57 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,200 PACIFIC STREET,PACIFIC STREET,COURT STREET,BOERUM PLACE,COURT STREET,BOERUM PLACE,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 09:15:01 AM,02 BROOKLYN,BROOKLYN,986358,190321,Unspecified,BROOKLYN,,,,,,,,40.68906370151256,-73.99239884605713,"(40.68906370151256, -73.99239884605713)"
55371714,09/11/2022 09:13:10 AM,09/11/2022 09:51:44 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,912 HART STREET,HART STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HART STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 09:51:48 AM,04 BROOKLYN,BROOKLYN,1006150,195654,Unspecified,BROOKLYN,,,,,,,,40.70367469760758,-73.92101433658797,"(40.70367469760758, -73.92101433658797)"
55372814,09/11/2022 09:13:23 AM,09/11/2022 09:26:57 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10301,150 HENDRICKS AVENUE,HENDRICKS AVENUE,BISMARK AVENUE,JERSEY STREET,BISMARK AVENUE,JERSEY STREET,ADDRESS,STATEN ISLAND,HENDRICKS AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/11/2022 09:27:03 AM,01 STATEN ISLAND,STATEN ISLAND,960270,172457,Unspecified,STATEN ISLAND,,,,,,,,40.639998772633376,-74.08640496870821,"(40.639998772633376, -74.08640496870821)"
55372740,09/11/2022 10:28:39 AM,09/11/2022 12:16:03 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,2179 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 12:16:06 PM,11 BRONX,BRONX,1022178,251165,Unspecified,BRONX,,,,,,,,40.85598329878383,-73.86289363917999,"(40.85598329878383, -73.86289363917999)"
55371619,09/11/2022 10:50:41 AM,09/11/2022 11:11:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11355,42-36 155 STREET,155 STREET,SANFORD AVENUE,BEECH AVENUE,SANFORD AVENUE,BEECH AVENUE,ADDRESS,FLUSHING,155 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 11:11:25 AM,07 QUEENS,QUEENS,1036733,216474,Unspecified,QUEENS,,,,,,,,40.76069181106895,-73.81054996255703,"(40.76069181106895, -73.81054996255703)"
55367195,09/11/2022 11:42:55 AM,09/11/2022 12:14:01 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11230,306 PARKVILLE AVENUE,PARKVILLE AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,PARKVILLE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 12:14:09 PM,14 BROOKLYN,BROOKLYN,993058,169731,Unspecified,BROOKLYN,,,,,,,,40.63254456604723,-73.96826647832731,"(40.63254456604723, -73.96826647832731)"
55373490,09/11/2022 12:03:46 PM,09/11/2022 12:28:03 PM,NYPD,New York City Police Department,Noise - House of Worship,Loud Talking,House of Worship,10023,2 WEST   70 STREET,WEST   70 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   70 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/11/2022 12:28:07 PM,07 MANHATTAN,MANHATTAN,990526,221661,Unspecified,MANHATTAN,,,,,,,,40.77508232581781,-73.97734038714972,"(40.77508232581781, -73.97734038714972)"
55366046,09/11/2022 12:08:11 PM,09/11/2022 12:25:24 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11230,308 PARKVILLE AVENUE,PARKVILLE AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,PARKVILLE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/11/2022 12:25:30 PM,14 BROOKLYN,BROOKLYN,993071,169740,Unspecified,BROOKLYN,,,,,,,,40.63256925620323,-73.96821963008,"(40.63256925620323, -73.96821963008)"
55372818,09/11/2022 12:49:07 PM,09/11/2022 09:23:11 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11417,133-05 96 STREET,96 STREET,133 AVENUE,134 AVENUE,133 AVENUE,134 AVENUE,ADDRESS,OZONE PARK,96 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 09:23:16 PM,10 QUEENS,QUEENS,1028405,185545,Unspecified,QUEENS,,,,,,,,40.675844799005226,-73.84081470008412,"(40.675844799005226, -73.84081470008412)"
55370600,09/11/2022 12:56:02 PM,09/11/2022 01:02:00 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11355,41-01 147 STREET,147 STREET,41 AVENUE,BARCLAY AVENUE,41 AVENUE,BARCLAY AVENUE,ADDRESS,FLUSHING,147 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/11/2022 01:02:06 PM,07 QUEENS,QUEENS,1034666,216709,Unspecified,QUEENS,,,,,,,,40.76134885277409,-73.81800951292664,"(40.76134885277409, -73.81800951292664)"
